round_id,server_seed,client_seed,nonce,combined_hash,hex52,r_ratio,crash_multiplier,instant_crash,house_edge
3019,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3019,e20b0b6da79538ab0df84919f67480e9a0117281709c467321936950fce40747,e20b0b6da7953,0.88298103,8.28,0,0.03
3020,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3020,91b26eab934318f112ee794ac748321652fc255460f678683ba95fe9188bfb96,91b26eab93431,0.56912891,2.25,0,0.03
3021,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3021,24e2c9fa6b5094d0153ffabd88ef81d5af7ecf730ea6e01536c3cf85d02dc441,24e2c9fa6b509,0.14408553,1.13,0,0.03
3022,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3022,9898c427a7b4fb7a32eb4adabc2598eaee1a0d0bf5997f7841e554511d0292ec,9898c427a7b4f,0.59608103,2.40,0,0.03
3023,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3023,8a5fcee7a9370646b2f1075ec5a25058957661c23cfbf482b8d857dd4d038764,8a5fcee7a9370,0.54052442,2.11,0,0.03
3024,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3024,394bc0ff3498db238981a2ca08597e297d0dc38a3423b9d30bf88837fd56e812,394bc0ff3498d,0.22381216,1.24,0,0.03
3025,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3025,cf134ef0fc6ae7d99cefa29f5080b683cdea8a187f258ddc741f265a6aef2ac5,cf134ef0fc6ae,0.80888837,5.07,0,0.03
3026,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3026,6db1ef3d6f1974300390600a25c7282e15247b7d2c2ff2c3eb5b2bb70594b23a,6db1ef3d6f197,0.42849632,1.69,0,0.03
3027,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3027,f6ec949ab0facf4c36fec815a4c47605b9001da6bc0bdae485fdb478db5900ff,f6ec949ab0fac,0.96454743,27.36,0,0.03
3028,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3028,b77737a7c793762f984badc1c65fc47954df3805661c2fa723be063452048220,b77737a7c7937,0.71666286,3.42,0,0.03
3029,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3029,f9606a726bce2822a90387834f346f552ae0acaff6b210b9820910fb768754ec,f9606a726bce2,0.97412744,37.49,0,0.03
3030,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3030,608660a4abdd03907f27ee3ae93cf38047fd4fd9c98181e02e9253d04ac247bf,608660a4abdd0,0.37705044,1.55,0,0.03
3031,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3031,5aab121c340e80fdb38ae297eb18bd5a304ebc5e07e82f11ebcaaf5bcea8379d,5aab121c340e8,0.35417283,1.50,0,0.03
3032,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3032,7a7f8e732e7c3aa45ddbc3bcbb43ff3b2334235a42893f79e2fd16def9c939ec,7a7f8e732e7c3,0.47850886,1.86,0,0.03
3033,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3033,1a50db21b42ee898bb0b5437cc6eb503e67e785cd0ea4b384a7d16d942830bf6,1a50db21b42ee,0.10279626,1.08,0,0.03
3034,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3034,01c7fef8dffd88836c20dde545ad6d7bf5978007f2c94e56bb48c2ff04f5f495,01c7fef8dffd8,0.00695795,1.00,1,0.03
3035,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3035,f300250b5b09a71a18ffaf2d016f7f1fcbf1ab39d2a308161a971e64f4183b89,f300250b5b09a,0.94922096,19.10,0,0.03
3036,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3036,8f37fe3d0cd94d8907d93970c8d7b86956b3cb77d528509ffe4f51500cc3e077,8f37fe3d0cd94,0.55944814,2.20,0,0.03
3037,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3037,15b37dce2fe1df85b5aaf0a82eca68610271dd5b9472fb9778819eeede2b1c45,15b37dce2fe1d,0.08477007,1.05,0,0.03
3038,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3038,01f5fff426e41b7b12ecb83489f9240de401b2c9a2b9cc647f4225a6de1c0bae,01f5fff426e41,0.00765991,1.00,1,0.03
3039,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3039,3bfa71a22e714cf6ac2cdf25eabf5781c0e394b50349b16463dc4e6b079fb7d8,3bfa71a22e714,0.23429022,1.26,0,0.03
3040,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3040,a34eb8c0bb2d468130af7c665e6d0703f90d50cdf773b4d6626b558643693435,a34eb8c0bb2d4,0.63791995,2.67,0,0.03
3041,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3041,6deb8bd1c76272f70ac9494c90c80ff779e2a6b3c5fba619e638c403b919d1d9,6deb8bd1c7627,0.42937540,1.69,0,0.03
3042,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3042,645019fa9e8734f76aa00827762a892a07eadd603f5cd3624f073a5af1cad694,645019fa9e873,0.39184725,1.59,0,0.03
3043,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3043,23248bee6da1c96aab58efb87f728aaa5c54c8ccb1b0aa73492680a5b6c1a56e,23248bee6da1c,0.13727641,1.12,0,0.03
3044,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3044,eec6eab05256da7273428fec00c0c8ecf759736fc3efaeac3c8ac45f0bc68c38,eec6eab05256d,0.93272273,14.41,0,0.03
3045,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3045,d513392d70d8de11a288a758e674c2c4aa0b7cb469caf2d63136ce056606aebe,d513392d70d8d,0.83232458,5.78,0,0.03
3046,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3046,31cd629c67209a6a7cf36e15a396839a24af469ea79e4280b9a1e02ede47c978,31cd629c67209,0.19454018,1.20,0,0.03
3047,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3047,611858647cd8afcea6b58e78a2ff6dabc682be1051e42e3a0144d2e202702966,611858647cd8a,0.37927773,1.56,0,0.03
3048,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3048,9c2d0fd424209dc3a4aba993578b8371f41691916d03d623b5a5c0b6af106fb4,9c2d0fd424209,0.61006259,2.48,0,0.03
3049,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3049,62fc158c993da512a31c7eb888e434cb3aa0bf75e7d279f79c5e03281a594c68,62fc158c993da,0.38665900,1.58,0,0.03
3050,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3050,9e5e0994d6fbe8e22046a2ad799261c8d3860db59778f1f9b6f139ba43b009b9,9e5e0994d6fbe,0.61862240,2.54,0,0.03
3051,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3051,459c60d0a55433117b3e29d4c7be4f1e0f54436ac1e53d50052eb0e15f22b840,459c60d0a5543,0.27191739,1.33,0,0.03
3052,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3052,50db484e14b63efd2ab47abbe64ae1663ab722a24f37c1a45cd20102cde194fb,50db484e14b63,0.31584598,1.41,0,0.03
3053,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3053,b0cc3698cb9230ca7aed272d126dd745e4e9f1aa40b609b12ba465d746ea7332,b0cc3698cb923,0.69061605,3.13,0,0.03
3054,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3054,58886ab746cb163e091f727d38d9ec67ed0e6ae28ee7338af3e400f29b8fbe74,58886ab746cb1,0.34583156,1.48,0,0.03
3055,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3055,e13e27b3b9d4e844ddf44c16460a3cb089c55a990e0afac870896af4d058d85d,e13e27b3b9d4e,0.87985466,8.07,0,0.03
3056,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3056,a291a2fccdcd1ef98c630bfb8aee0294348e7e952549d8f9ec30ac79cb370efb,a291a2fccdcd1,0.63503474,2.65,0,0.03
3057,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3057,0b71d27dd9ee90aecef16fc077597ddb657bc33a2e11333026242097d36a1ef0,0b71d27dd9ee9,0.04470554,1.01,0,0.03
3058,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3058,da376917209bad3e4882226333a3c701657f56f314e5b9725526ece776b18617,da376917209ba,0.85240800,6.57,0,0.03
3059,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3059,e18b11ec08564827255932d642f35a5b703031cb7f55f8024bb81e789625c8b0,e18b11ec08564,0.88102829,8.15,0,0.03
3060,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3060,81dc7ddd56273e671b2c6f2eed8a859519dc856b0ddb1f97e44e82057c0a901b,81dc7ddd56273,0.50727069,1.96,0,0.03
3061,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3061,220f29c10af7f553e7d7017013fd9f9aac3943c2b0afc8943e7169530d16f2db,220f29c10af7f,0.13304387,1.11,0,0.03
3062,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3062,5839a10b3e32da6b51a43f2418e677f981649f0895aff98c5b5d2e0617ce7f3a,5839a10b3e32d,0.34462935,1.48,0,0.03
3063,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3063,6b4028801d2f0672217f7d1b7cb6b074ed984576d1b6b2004ae3c831196fe989,6b4028801d2f0,0.41894773,1.66,0,0.03
3064,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3064,8f49c0794313fb01e941a78f99eb07dcff712c19b10c08841b951c26e015f39c,8f49c0794313f,0.55971911,2.20,0,0.03
3065,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3065,c2dac8a1d5c052dfd9bd450ee1e05d19d79467c22d35be2badf108240db8bdf9,c2dac8a1d5c05,0.76115087,4.06,0,0.03
3066,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3066,2fc3b5fb9f0b522d30df72aaa91fc22ffb3d7d3590034a9011c375449ad259f2,2fc3b5fb9f0b5,0.18658006,1.19,0,0.03
3067,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3067,8d445e5e6020a645eda1bcdc1fcc72c58b0265e3a09f8dd54a49e2fea2953221,8d445e5e6020a,0.55182447,2.16,0,0.03
3068,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3068,d7873c09b6b981ed5c7338f8a755573d6245b188a4064031c6a59359fa3caca3,d7873c09b6b98,0.84190727,6.13,0,0.03
3069,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3069,064b335c4ecf5878a5797ad730a8f49c30f41ac34005c67b616f2ffac56eff22,064b335c4ecf5,0.02458497,1.00,1,0.03
3070,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3070,641e6883924e30c528508e62f48d248dea72a00ee0a131baaa18c259f7c4727f,641e6883924e3,0.39108899,1.59,0,0.03
3071,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3071,e868ee60099bfa9ea14e5f427a29bc47e8b068bcda4ce0fa866014179e5de395,e868ee60099bf,0.90785112,10.52,0,0.03
3072,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3072,5781f9262a95e97be0a5b2fc1210da90fff6bcff984e908e18e6349e660cebd0,5781f9262a95e,0.34182698,1.47,0,0.03
3073,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3073,308e0b0389d08ca98610bf8626f5c4e01db386a556b9d2f03ed35d9c276ec769,308e0b0389d08,0.18966740,1.19,0,0.03
3074,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3074,2c72b11905df965ce9cebacd7aeb1c5a73796b300bd5228ae2630b9407959080,2c72b11905df9,0.17362506,1.17,0,0.03
3075,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3075,78acd49836d011b5458a124a84c89fc34ea39c472d6dbf14e4626f51e037e1c4,78acd49836d01,0.47138718,1.83,0,0.03
3076,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3076,694918e5aea9f853291edb60a15d096e15c2d43d783ca04e5b13cb48c0ae1cc0,694918e5aea9f,0.41127163,1.64,0,0.03
3077,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3077,a1c66de8c48814de0ec3b1114f5421bdb9a42ec0e55236dee10b36f06bea3ce6,a1c66de8c4881,0.63193404,2.63,0,0.03
3078,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3078,cc36c4a197b67d15631cbe7dbfb3140de439af78f7b000c3c095598c16e6150e,cc36c4a197b67,0.79771069,4.79,0,0.03
3079,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3079,eb718c0045be002117a17ca4a5d4ae34ab0b7fb298fcb50cbc81a1550148d6b2,eb718c0045be0,0.91970134,12.07,0,0.03
3080,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3080,e89442f19ef55d402c76312c6c4709029bda598a72dfe8dc5a13bf3a8e1ccfae,e89442f19ef55,0.90851229,10.60,0,0.03
3081,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3081,8c64a66bf36fe6557cf57703230a8ff906504f1e6da2a13b8c2d9ed37e85127b,8c64a66bf36fe,0.54841080,2.14,0,0.03
3082,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3082,a6e6addf30d2827ed9d91304f51a66c7e2ffb48ec155b664b0dd8a759d227fcd,a6e6addf30d28,0.65195739,2.78,0,0.03
3083,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3083,77e4c33efc69e2852212bde659a93c03f9d4f4f8d17992244b6214d1e2c394ee,77e4c33efc69e,0.46833439,1.82,0,0.03
3084,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3084,bbefdb10d0dce7d385b3b816d2f7c33b346d7c5248026c020ab8bd612c314e5a,bbefdb10d0dce,0.73412866,3.64,0,0.03
3085,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3085,df0f3a79566f66f8ab9ac635146d9fc7e1911a352bf16c3411e64141ea7249de,df0f3a79566f6,0.87132612,7.53,0,0.03
3086,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3086,d0b68ef9a1180e7d3202d1d25f9cdae39cfdaa8a8d042e123b487f97ae41586f,d0b68ef9a1180,0.81528562,5.25,0,0.03
3087,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3087,cf1e935e49d260a15014e85909397c1caeef97560398ac8c27e08f96a21bbf3e,cf1e935e49d26,0.80906030,5.08,0,0.03
3088,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3088,b356a6fcbe321a471776fba66212575aa4087f9d9b2d5febf2e8f9954c468d62,b356a6fcbe321,0.70054096,3.23,0,0.03
3089,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3089,1f5f15d1eb51681c1e81015ced5b6113b2c7b0644006304b95aa34f351d6ff06,1f5f15d1eb516,0.12254464,1.10,0,0.03
3090,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3090,c7174c3da3d88171f20a6408eb245904e44851afd2372e3b7544a5db58d62b7b,c7174c3da3d88,0.77769925,4.36,0,0.03
3091,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3091,ef6763f7a2475e7f3e5a45838735369cd7ed6ac52a3ee17e632dd179244b246f,ef6763f7a2475,0.93517136,14.96,0,0.03
3092,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3092,996a6eaaabe3471451f71c81641fd38c35cd211c4ec6c066e61a2619a787321d,996a6eaaabe34,0.59928028,2.42,0,0.03
3093,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3093,da41a7499108ac765e8e71e20bede039de89cf9722b7c66c5c7fab40c7f3b30b,da41a7499108a,0.85256429,6.57,0,0.03
3094,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3094,15ab2c3e93bc789b366983d180485a5199d2cfb340b15beafc4d39cce6bba9bc,15ab2c3e93bc7,0.08464314,1.05,0,0.03
3095,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3095,a5941b69aef3055e3e7d509b558c10fb52843ef0106d1f0bed11686c84f693b3,a5941b69aef30,0.64679118,2.74,0,0.03
3096,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3096,ce0c50c107f603e347ef105954f6ca3700af1107a00eb48e7fb649acf71d5e5f,ce0c50c107f60,0.80487542,4.97,0,0.03
3097,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3097,3a7819b8bcf4a268c53c3ccd62e7f079424e5dfc8a01fd2ccd9497480c320bb1,3a7819b8bcf4a,0.22839509,1.25,0,0.03
3098,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3098,a251b477915c06f6a563fa25c9af3a731b2342dc8c2b973623b20d70642b555d,a251b477915c0,0.63405922,2.65,0,0.03
3099,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3099,4912066fc99aea63bb68a8ca8e57b7adbf2b2022ec1d87c8062ec3aa38500136,4912066fc99ae,0.28543129,1.35,0,0.03
3100,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3100,d249e1da8364f173b9f4418974f07fff3f6dc04f23d70dedd4d746e3daaf5423,d249e1da8364f,0.82143985,5.43,0,0.03
3101,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3101,c3e2add7ac7c710a6bf43c748f462a08ceca767604a01a9f8f1ffc0aaf4c71d5,c3e2add7ac7c7,0.76517760,4.13,0,0.03
3102,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3102,dd3a12c1b451db430a176c279e1e27170c89e200b5408d2690c3f82f0081f972,dd3a12c1b451d,0.86416738,7.14,0,0.03
3103,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3103,8b0f96808667dff338084798b697f93064d013bf306612c984d2e89c4c014c9a,8b0f96808667d,0.54320660,2.12,0,0.03
3104,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3104,0309b8f029c702e291fffd3354dff2eaf738f2599cb4f4aad60bd49adf4c50de,0309b8f029c70,0.01186710,1.00,1,0.03
3105,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3105,3cb83b754def578ea392e728b8f4f49fd78725a7dd80e13a3ca5c7ee1acd38a3,3cb83b754def5,0.23718616,1.27,0,0.03
3106,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3106,d6a80cd5da19b87785e62a4072ec4bfb62ceeb5fcf8eb31d879272f3089d2750,d6a80cd5da19b,0.83850174,6.00,0,0.03
3107,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3107,e6e99a49875b65fe65afcf44579d7ad350df0027d6832bf1403203d6ba45d25f,e6e99a49875b6,0.90200199,9.89,0,0.03
3108,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3108,53bc5132bed164573830a3d46e0513e65f41faf03dc8cc4ff6faa1392fc46e86,53bc5132bed16,0.32709224,1.44,0,0.03
3109,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3109,6e2df2b15e9f9bf64060a4383995628fb196ea249ca4f6bd7a609c670a3af3e3,6e2df2b15e9f9,0.43038861,1.70,0,0.03
3110,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3110,7cd47154b759ce1a1f35d224b6c52fe7672754f7d1bb600147364e17d07ed943,7cd47154b759c,0.48761662,1.89,0,0.03
3111,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3111,cf336b05edc84fb665ed03c58bf84a74a64511b16194552902f080b30e1bbb02,cf336b05edc84,0.80937833,5.08,0,0.03
3112,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3112,57e3454060f24b454fc3b01c6609b498caa78c6e62a718febb33b0fa86a64111,57e3454060f24,0.34331162,1.47,0,0.03
3113,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3113,2a1d76c6f9da4736db3dd95cf8d8e4b52908b7b2d6ef81b130e49ef61b2f0b76,2a1d76c6f9da4,0.16451208,1.16,0,0.03
3114,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3114,3bbc832353213e3f993a3f5288c30d1712d6dc47a1e2dd225b6720c40937b30f,3bbc832353213,0.23334522,1.26,0,0.03
3115,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3115,17e4748a1016fb1f2ef93be0dca7bbbc4d4dfa53fc9438839b2e690bab7b1d32,17e4748a1016f,0.09332970,1.06,0,0.03
3116,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3116,9dbaafbf05fca39b5304ada1e85c2d851ab3a130986ba378b6e2e3237b5cb694,9dbaafbf05fca,0.61612986,2.52,0,0.03
3117,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3117,749782f10c8b66b307ec58ca7404a29ee21c36440182c46e6d9c17817503eeab,749782f10c8b6,0.45543688,1.78,0,0.03
3118,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3118,71017838d6a1a705636f7671342b1ddd75183a4f114619cd2eb47693016f9e4c,71017838d6a1a,0.44142867,1.73,0,0.03
3119,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3119,cc8c29f2ae43b4503cd8d999671bcc3d61a40e9b2e4d4734f2fe535f4d5873a5,cc8c29f2ae43b,0.79901373,4.82,0,0.03
3120,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3120,a330a8e91e193dadeb281976c5433035e3ae82291ba461e1ca5ca4ffd5101d84,a330a8e91e193,0.63746124,2.67,0,0.03
3121,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3121,d3f4a490c6d919e2b3568f3310da0a8e29b6bd0d42a4f90360ed25156b995142,d3f4a490c6d91,0.82795170,5.63,0,0.03
3122,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3122,da4b93310db9279cde87b327becc1120c1aca4af4831350389dc899ab657eb56,da4b93310db92,0.85271568,6.58,0,0.03
3123,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3123,590315532e5cc11706e4e7d26eb9c7d407a694da8e3a48002cf4ed4c625fc5c5,590315532e5cc,0.34770330,1.48,0,0.03
3124,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3124,f67c9f5e207b8beaee012acbbb7e027310799a319ac9802c6c788040f94f97ca,f67c9f5e207b8,0.96283909,26.10,0,0.03
3125,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3125,b6b886d36919621486d235840cfcb47d15f245334e48024aa17408cf1e459407,b6b886d369196,0.71375315,3.38,0,0.03
3126,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,3126,6adc67d58698e0bc869987bb2adaee0726299e8e6e1967fd266f81aabeb8f907,6adc67d58698e,0.41742562,1.66,0,0.03
